label,file_path,height,width,channels
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava154.jpg,280,390,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava160.jpg,408,612,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava153.jpg,164,307,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava151.jpg,177,285,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava152.jpg,245,450,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava16.jpg,183,275,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava157.jpg,1772,2680,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava150.jpg,194,259,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava156.jpg,1125,1500,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava174.jpg,685,1024,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava166.jpg,1200,1600,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava162.jpg,720,1280,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava175.jpg,194,259,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava17.jpg,200,252,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava169.jpg,408,612,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava167.jpg,200,200,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava177.jpg,220,390,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava168.jpg,192,262,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava165.jpg,879,1200,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava164.jpg,183,275,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava176.jpg,192,263,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava172.jpg,956,1300,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava173.jpg,192,262,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava170.jpg,183,275,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava163.jpg,168,300,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava171.jpg,160,271,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava181.jpg,178,282,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava190.jpg,210,240,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava183.jpg,177,284,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava185.jpg,201,250,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava19.jpg,177,284,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava191.jpg,194,259,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava187.jpg,168,300,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava180.jpg,194,259,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava178.jpg,183,275,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava179.jpg,194,271,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava184.jpg,280,390,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava189.jpg,174,290,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava186.jpg,183,250,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava188.jpg,280,461,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava18.jpg,192,300,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava182.jpg,685,1024,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava203.jpg,183,276,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava202.jpg,320,450,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava205.jpg,533,800,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava198.jpg,196,257,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava206.jpg,500,800,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava204.jpg,187,269,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava200.jpg,225,225,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava196.jpg,183,275,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava208.jpg,394,600,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava207.jpg,183,275,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava201.jpg,260,410,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava197.jpg,258,408,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava193.jpg,183,275,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava192.jpg,168,300,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava199.jpg,189,266,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava194.jpg,1536,2304,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava195.jpg,194,259,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava2.jpg,308,695,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava20.jpg,183,275,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava217.jpg,176,286,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava214.jpg,280,416,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava218.jpg,183,275,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava211.jpg,265,320,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava22.jpg,183,275,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava227.jpg,280,421,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava213.jpg,162,311,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava223.jpg,183,275,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava220.jpg,183,250,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava215.jpg,194,255,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava225.jpg,193,261,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava209.jpg,183,275,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava21.jpg,200,200,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava221.jpg,450,800,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava210.jpg,266,399,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava212.jpg,720,1280,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava219.jpg,154,250,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava216.jpg,184,275,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava224.jpg,900,1200,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava226.jpg,194,240,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava222.jpg,175,288,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava238.jpg,200,200,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava247.jpg,501,754,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava244.jpg,184,274,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava241.jpg,533,800,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava23.jpg,267,400,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava230.jpg,280,390,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava235.jpg,1350,1600,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava240.jpg,275,183,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava243.jpg,210,240,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava232.jpg,956,1300,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava239.jpg,225,225,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava245.jpg,183,275,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava231.jpg,280,390,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava242.jpg,499,749,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava228.jpg,627,840,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava24.jpg,166,303,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava246.jpg,640,640,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava229.jpg,183,275,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava233.jpg,194,259,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava237.jpg,251,201,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava234.jpg,178,284,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava236.jpg,668,1000,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava264.jpg,459,800,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava257.jpg,259,194,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava249.jpg,184,275,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava255.jpg,177,285,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava26.jpg,300,450,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava263.jpg,1390,866,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava259.jpg,630,1200,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava261.jpg,360,480,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava248.jpg,188,268,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava258.jpg,162,312,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava251.jpg,532,751,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava266.jpg,218,231,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava265.jpg,172,294,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava262.jpg,183,275,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava252.jpg,320,480,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava25.jpg,183,276,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava260.jpg,184,275,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava250.jpg,183,275,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava256.jpg,836,1254,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava267.jpg,177,285,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava254.jpg,168,300,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava253.jpg,190,265,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava283.jpg,285,400,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava280.jpg,400,800,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava271.jpg,188,268,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava275.jpg,183,275,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava272.jpg,166,304,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava273.jpg,170,296,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava274.jpg,159,318,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava270.jpg,280,447,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava268.jpg,240,300,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava287.jpg,181,279,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava281.jpg,280,390,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava28.jpg,628,1200,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava276.jpg,177,284,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava27.jpg,567,400,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava282.jpg,168,300,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava278.jpg,183,276,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava285.jpg,183,275,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava279.jpg,168,300,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava286.jpg,194,202,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava277.jpg,1000,1000,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava269.jpg,168,300,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava284.jpg,956,1300,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava295.jpg,408,612,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava291.jpg,212,238,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava305.jpg,190,265,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava289.jpg,320,450,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava304.jpg,190,265,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava296.jpg,112,450,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava300.jpg,280,431,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava297.jpg,640,640,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava292.jpg,300,430,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava306.jpg,216,233,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava29.jpg,192,262,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava290.jpg,780,1040,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava303.jpg,200,200,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava30.jpg,483,724,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava301.jpg,159,318,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava299.jpg,1136,1300,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava293.jpg,225,225,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava3.jpg,187,250,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava302.jpg,199,253,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava298.jpg,200,200,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava288.jpg,320,450,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava294.jpg,1414,1414,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava310.jpg,192,262,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava319.jpg,956,1300,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava324.jpg,630,1034,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava317.jpg,956,1300,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava309.jpg,1414,1414,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava307.jpg,190,265,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava314.jpg,472,800,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava325.jpg,456,800,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava311.jpg,500,800,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava322.jpg,183,275,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava316.jpg,184,274,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava313.jpg,225,225,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava320.jpg,171,295,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava321.jpg,194,240,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava323.jpg,225,225,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava312.jpg,160,324,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava31.jpg,192,262,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava32.jpg,150,336,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava308.jpg,405,612,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava315.jpg,956,1300,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava318.jpg,1140,1300,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava33.jpg,170,297,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava330.jpg,224,224,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava326.jpg,187,269,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava337.jpg,576,861,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava327.jpg,275,183,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava338.jpg,720,1280,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava333.jpg,194,270,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava331.jpg,192,262,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava342.jpg,194,270,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava332.jpg,183,275,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava339.jpg,183,275,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava328.jpg,500,750,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava340.jpg,1414,1885,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava334.jpg,183,275,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava335.jpg,393,700,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava34.jpg,180,281,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava336.jpg,266,399,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava329.jpg,189,266,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava341.jpg,280,416,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava359.jpg,465,700,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava358.jpg,187,270,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava355.jpg,640,960,3
cassava,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/cassava/cassava36.jpg,275,183,3
